MCC,mcc_grp_jpmci,MCC Merchant Type,CE Survey Category,PCE Category,pce_1,pce_2,pce_3,pce_4,Comment on CE,Comment on PCE
3685,travel_lodging,BUDGETEL HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3687,travel_lodging,CLARION HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3690,travel_lodging,COURTYARD BY MARRIOTT,Other lodging,Hotels and motels,244,0,0,0,,
3692,travel_lodging,DOUBLETREE HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3693,travel_lodging,DRURY INNS,Other lodging,Hotels and motels,244,0,0,0,,
3694,travel_lodging,ECONOMY INNS OF AMERICA,Other lodging,Hotels and motels,244,0,0,0,,
3695,travel_lodging,EMBASSY SUITES,Other lodging,Hotels and motels,244,0,0,0,,
3697,travel_lodging,FARFIELD HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3699,travel_lodging,MIDWAY MOTOR LODGE,Other lodging,Hotels and motels,244,0,0,0,,
3700,travel_lodging,MOTEL 6,Other lodging,Hotels and motels,244,0,0,0,,
3703,travel_lodging,RESIDENCE INNS,Other lodging,Hotels and motels,244,0,0,0,,
3706,travel_lodging,SHILO INNS,Other lodging,Hotels and motels,244,0,0,0,,
3707,travel_lodging,SHONEY'S INNS,Other lodging,Hotels and motels,244,0,0,0,,
3708,travel_lodging,VIRGIN RIVER HOTEL AND CASINO,Other lodging,Hotels and motels,244,0,0,0,,
3709,travel_lodging,SUPER8 MOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3710,travel_lodging,THE RITZ CARLTON HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3712,travel_lodging,GOLDEN CHAIN HOTEL,Other lodging,Hotels and motels,244,0,0,0,,
3715,travel_lodging,FARIFIELD INN,Other lodging,Hotels and motels,244,0,0,0,,
3716,travel_lodging,CARLTON HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3719,travel_lodging,PROTEA HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3721,travel_lodging,HILTON CONRAD,Other lodging,Hotels and motels,244,0,0,0,,
3722,travel_lodging,WYNDHAM HOTEL AND RESORTS,Other lodging,Hotels and motels,244,0,0,0,,
3725,travel_lodging,SEAINES PLANATION,Other lodging,Hotels and motels,244,0,0,0,,
3726,travel_lodging,RIO SUITES,Other lodging,Hotels and motels,244,0,0,0,,
3727,travel_lodging,BROADMOOR HOTEL,Other lodging,Hotels and motels,244,0,0,0,,
3728,travel_lodging,BALLY'S HOTEL AND CASINO,Other lodging,Hotels and motels,244,0,0,0,,
3729,travel_lodging,JOHN ASCUAGA'S NUGGET,Other lodging,Hotels and motels,244,0,0,0,,
3730,travel_lodging,MGM GRAND HOTEL,"Other entertainment supplies, equipment, and services",Gambling,220,0,0,0,10-K shows the revenue from casino was more than 2.5 times the revenue from hotel,10-K shows the revenue from casino was more than 2.5 times the revenue from hotel
3731,travel_lodging,HARRAH'S HOTELS AND CASINOS,"Other entertainment supplies, equipment, and services",Gambling,220,0,0,0,10-K shows the revenue from casino was more than 2.5 times the revenue from hotel,10-K shows the revenue from casino was more than 2.5 times the revenue from hotel
3734,travel_lodging,HARVEY/BRISTOL HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3735,travel_lodging,MASTERS ECONOMY INNS,Other lodging,Hotels and motels,244,0,0,0,,
3736,travel_lodging,COLORADO BELLE/EDGEWATER RESORT,Other lodging,Hotels and motels,244,0,0,0,,
3737,travel_lodging,RIVIERA HOTEL AND CASINO,Other lodging,Hotels and motels,244,0,0,0,,
3738,travel_lodging,TROPICANA RESORT AND CASINO,Other lodging,Hotels and motels,244,0,0,0,,
3740,travel_lodging,TOWNPLACE SUITES,Other lodging,Hotels and motels,244,0,0,0,,
3741,travel_lodging,MILLENIUM BROADWAY HOTEL,Other lodging,Hotels and motels,244,0,0,0,,
3742,travel_lodging,CLUB MED,Other lodging,Hotels and motels,244,0,0,0,,
3743,travel_lodging,BILTMORE HOTEL AND SUITES,Other lodging,Hotels and motels,244,0,0,0,,
3745,travel_lodging,ST. REGIS HOTEL,Other lodging,Hotels and motels,244,0,0,0,,
3749,travel_lodging,THE BEVERLY HILLS HOTEL,Other lodging,Hotels and motels,244,0,0,0,,
3750,travel_lodging,CROWNE PLAZA HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3751,travel_lodging,HOMEWOOD SUITES,Other lodging,Hotels and motels,244,0,0,0,,
3752,travel_lodging,PEABODY HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3760,travel_lodging,HALEKULANI HOTEL/WAIKIKI PARC,Other lodging,Hotels and motels,244,0,0,0,,
3761,travel_lodging,PRIMADONNA HOTEL AND CASINO,Other lodging,Hotels and motels,244,0,0,0,,
3762,travel_lodging,WHISKEY PETE'S HOTEL AND CASINO,Other lodging,Hotels and motels,244,0,0,0,,
3763,travel_lodging,CHATEAU ELAN WINERY AND RESORT,Other lodging,Hotels and motels,244,0,0,0,,
3764,travel_lodging,BEAU RIVAGE HOTEL AND CASINO,Other lodging,Hotels and motels,244,0,0,0,,
3765,travel_lodging,BELLAGIO,Other lodging,Hotels and motels,244,0,0,0,,
3769,travel_lodging,STRATOSPHERE HOTEL AND CASINO,Other lodging,Hotels and motels,244,0,0,0,,
3770,travel_lodging,SPRINGHILL SUITES,Other lodging,Hotels and motels,244,0,0,0,,
3771,travel_lodging,CAESARS HOTEL AND CASINO,Other lodging,Hotels and motels,244,0,0,0,,
3772,travel_lodging,NEMACOLIN WOODLANDS,Other lodging,Hotels and motels,244,0,0,0,,
3773,travel_lodging,VENETIAN RESORT HOTEL AND CASINO,Other lodging,Hotels and motels,244,0,0,0,,
3774,travel_lodging,NEW YORK-NEW YORK HOTEL AND CASINO,"Other entertainment supplies, equipment, and services",Gambling,220,0,0,0,10-K shows the revenue from casino was more than 2.5 times the revenue from hotel,10-K shows the revenue from casino was more than 2.5 times the revenue from hotel
3777,travel_lodging,MANDALAY BAY RESORT,Other lodging,Hotels and motels,244,0,0,0,,
3778,travel_lodging,FOUR POINTS HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3779,travel_lodging,W HOTELS,Other lodging,Hotels and motels,244,0,0,0,,
3780,travel_lodging,DISNEY RESORTS,Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
3782,travel_lodging,ROSEN HOTELS AND RESORTS,Other lodging,Hotels and motels,244,0,0,0,,
3783,travel_lodging,TOWN AND COUNTRY RESORT,Other lodging,Hotels and motels,244,0,0,0,,
3785,travel_lodging,OUTRIGGER HOTELS AND RESORTS,Other lodging,Hotels and motels,244,0,0,0,,
3786,travel_lodging,OHANA HOTELS OF HAWAII,Other lodging,Hotels and motels,244,0,0,0,,
3791,travel_lodging,Staybridge Suites,Other lodging,Hotels and motels,244,0,0,0,,
3793,travel_lodging,Flamingo Hotels,Other lodging,Hotels and motels,244,0,0,0,,
3794,travel_lodging,Grand Casino Hotels,"Other entertainment supplies, equipment, and services",Gambling,220,0,0,0,,
3795,travel_lodging,Paris Las Vegas Hotel,"Other entertainment supplies, equipment, and services",Gambling,220,0,0,0,,
3796,travel_lodging,Peppermill Hotel Casino,"Other entertainment supplies, equipment, and services",Gambling,220,0,0,0,,
3799,travel_lodging,Hale Koa Hotel,Other lodging,Hotels and motels,244,0,0,0,,
3801,travel_lodging,Wilderness Hotel and Resort,Other lodging,Hotels and motels,244,0,0,0,,
3802,travel_lodging,The Palace Hotel,Other lodging,Hotels and motels,244,0,0,0,,
3807,travel_lodging,Element,Other lodging,Hotels and motels,244,0,0,0,,
3808,travel_lodging,LXR,Other lodging,Hotels and motels,244,0,0,0,,
3811,travel_lodging,Premier Travel Inn,Other lodging,Hotels and motels,244,0,0,0,,
3812,travel_lodging,Hyatt Place,Other lodging,Hotels and motels,244,0,0,0,,
3813,travel_lodging,Hotel Indigo,Other lodging,Hotels and motels,244,0,0,0,,
3814,travel_lodging,Te Roosevelt Hotel NY,Other lodging,Hotels and motels,244,0,0,0,,
3816,travel_lodging,Home2Suites,Other lodging,Hotels and motels,244,0,0,0,,
3818,travel_lodging,Mainstay Suites,Other lodging,Hotels and motels,244,0,0,0,,
3819,travel_lodging,Oxford Suites,Other lodging,Hotels and motels,244,0,0,0,,
3822,travel_lodging,Crossland,Other lodging,Hotels and motels,244,0,0,0,,
3823,travel_lodging,Grand Sierra Resort,Other lodging,Hotels and motels,244,0,0,0,,
3824,travel_lodging,Aria,Other lodging,Hotels and motels,244,0,0,0,,
3825,travel_lodging,Vdara,Other lodging,Hotels and motels,244,0,0,0,,
3826,travel_lodging,Autograph,Other lodging,Hotels and motels,244,0,0,0,,
3828,travel_lodging,Cosmopolitan of Las Vegas,Other lodging,Hotels and motels,244,0,0,0,,
3829,travel_lodging,Country Inn by Carlson,Other lodging,Hotels and motels,244,0,0,0,,
4011,profperslsvcs_main,Railroads,Other lodging,Hotels and motels,244,0,0,0,,
4111,transitcommute,"Local/Suburban Commuter Passenger Transportation - Railroads, Feries, Local Water Transportation.",Public and other transportation,Public transportation (other),196,204,0,0,,
4112,transitcommute,Passenger Railways,Public and other transportation,Public transportation (other),196,204,0,0,,
4119,healthcare_ambl,Ambulance Services,Medical services,Outpatient services,169,0,0,0,,
4121,transitcommute,Taxicabs and Limousines,Public and other transportation,Public transportation (other),196,204,0,0,,
4131,transitcommute,"Bus Lines, Including Charters, Tour Buses",Public and other transportation,Public transportation (other),196,204,0,0,,
4214,profperslsvcs_main,"Motor Freight Carriers, Moving and Storage Companies, Trucking - Local/Long Distance, Delivery Services - Local",Housekeeping supplies,Postal and delivery services,280,0,0,0,,
4215,profperslsvcs_main,"Courier Services - Air or Ground, Freight forwarders",Housekeeping supplies,Postal and delivery services,280,0,0,0,,
4225,profperslsvcs_main,"Public warehousing, Storage",Housekeeping supplies,Household maintenance,321,0,0,0,other household expenses,storage
4411,travel_lodging,Cruise and Steamship Lines,Other lodging,Hotels and motels,244,0,0,0,treat as hotel,treat as hotel
4457,entertainment,Boat Rentals and Leases,"Other entertainment supplies, equipment, and services","Sporting equipment, supplies, guns, and ammunities, and sports and recreational vehicles",50,51,0,0,,Boat does not go under transportation - motor vehicle (https://www.rita.dot.gov/bts/sites/rita.dot.gov.bts/files/publications/tiol_transportation_statistics/html/appendix_e_chapter_03.html)
4468,entertainment,"Marinas, Marine Service, and Supplies","Other entertainment supplies, equipment, and services","Sporting equipment, supplies, guns, and ammunities, and sports and recreational vehicles",50,51,0,0,landing and docking,
4511,travel_air,"Airlines, Air Carriers ( not listed elsewhere)",Public and other transportation,Public transportation (air),203,0,0,0,,
4582,travel_air,"Airports, Airport Terminals, Flying Fields",Public and other transportation,Public transportation (air),203,0,0,0,,
4722,travel_svcs,Travel Agencies and Tour Operations,Public and other transportation,Public transportation (air),203,0,0,0,airline purchase domint reason for payment to traval agencies,airline purchase domint reason for payment to traval agencies
4723,travel_svcs,Package Tour Operators (For use in Germany only),Public and other transportation,Public transportation (air),203,0,0,0,airline purchase domint reason for payment to traval agencies,airline purchase domint reason for payment to traval agencies
4784,transitcommute,Toll and Bridge Fees,"Vehicle rental, leases, licenses, and other charges",Other motor vehicle services,189,0,0,0,,
4789,transitcommute,"Transportation Services, Not elsewhere classified)",Public and other transportation,Public transportation (other),196,204,0,0,,"under ""other"" for now"
4812,utilities_telecomm,Telecommunications Equipment including telephone sales,Household furnishings and equipment,Telecommunication services,69,276,0,0,,
4814,utilities_telecomm,"Fax services, Telecommunication Services","Utilities, fuels, and public services",Telecommunication services,69,276,0,0,"assume home use, not office use",
4816,onlinemarket,Computer Network Services,"Utilities, fuels, and public services",Internet access,283,0,0,0,"assume home use, not office use",
4821,utilities_telecomm,Telegraph services,"Utilities, fuels, and public services",Telecommunication services,69,276,0,0,,
4829,others_main,Money Orders - Wire Transfer,Not comparable,Not comparable,0,0,0,0,"MCC category description says mostly used for electric, gas, sanitary, and water",
4899,utilities_telecomm,Cable and other pay television (previously Cable Services),"Utilities, fuels, and public services","Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
4900,utilities_main,"Electric, Gas, Sanitary and Water Utilities","Utilities, fuels, and public services",Household utilities,115,161,0,0,,
5013,autopartsmfr,Motor vehicle supplies and new parts,Other vehicle expenses,"Motor vehicle parts, accessories, and maintenance and repair",18,188,0,0,,
5021,homeimprovement_dur,Office and Commercial Furniture,Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5039,homeimprovement_dur,"Construction Materials, Not Elsewhere Classified",Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,assume home use,
5044,profperslsvcs_main,"Office, Photographic, Photocopy, and Microfilm Equipment",Audio and visual equipment and services,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,photographic equipment and supplies,
5045,electronicsappls_dur,"Computers, Computer Peripheral Equipment, Software",Household furnishings and equipment,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
5046,homeimprovement_dur,"Commercial Equipment, Not Elsewhere Classified",Household furnishings and equipment,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,same as row 96: assume information processing equipments
5047,healthcare_equp_gen,"Medical, Dental Ophthalmic, Hospital Equipment and Supplies",Medical services,Other medical products,64,0,0,0,,
5051,homeimprovement_dur,Metal Service Centers and Offices,Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,assume home use,assume home use
5065,homeimprovement_dur,Electrical Parts and Equipment,Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,assume home use,assume home use
5072,homeimprovement_dur,Hardware Equipment and Supplies,Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5074,homeimprovement_dur,Plumbing and Heating Equipment and Supplies,Household operations,Household maintenance,321,0,0,0,,
5085,homeimprovement_dur,"Industrial Supplies, Not Elsewhere Classified",Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,assume home use,assume home use
5094,otherretail_dur,"Precious Stones and Metals, Watches and Jewelry","Other entertainment supplies, equipment, and services",Other durable goods,61,68,0,0,,
5099,otherretail_dur,"Durable Goods, Not Elsewhere Classified",Uncategorized consumption,Other durable goods,61,68,0,0,,
5111,otherretail_nondur,"Stationery, Office Supplies, Printing, and Writing Paper",Housekeeping supplies,Reading,58,140,0,0,assume home use,
5122,drugstore,"Drugs, Drug Proprietors, and Druggist's Sundries",Drugs,Pharmaceutical products,119,0,0,0,,
5131,otherretail_nondur,"Piece Goods, Notions, and Other Dry Goods","Other entertainment supplies, equipment, and services",Other durable goods,61,68,0,0,,
5137,otherretail_nondur,Men's Women's and Children's Uniforms and Commercial Clothing,Apparel and services,Clothing and footwear,102,305,0,0,,
5139,otherretail_nondur,Commercial Footwear,Apparel and services,Clothing and footwear,102,305,0,0,,
5169,homeimprovement_dur,"Chemicals and Allied Products, Not Elsewhere Classified",Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,assume one uses chemicals for home,assume one uses chemicals for home
5172,otherretail_nondur,Petroleum and Petroleum Products,Gasoline and motor oil,"Motor vehicle fuels, lubricants, and fluids",112,0,0,0,,
5192,otherretail_nondur,"Books, Periodicals, and Newspapers",Reading,Reading,58,140,0,0,,
5193,homeimprovement_flowr,"Florists' Supplies, Nursery Stock and Flowers",Housekeeping supplies,Recreation - Other,59,124,225,227,garden supplies,
5198,homeimprovement_dur,"Paints, Varnishes, and Supplies",Household furnishings and equipment,Household maintenance,321,0,0,0,assume home use,furnishing
5199,otherretail_nondur,"Non-durable Goods, Not Elsewhere Classified",Uncategorized consumption,Housing supplies,129,0,0,0,,assume home use - miscellaneous housing supplies belong here
5200,homeimprovement_dur,Home Supply Warehouse Stores,Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5211,homeimprovement_dur,Lumber and Building Materials Stores,Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5231,homeimprovement_dur,"Glass, Paint, and Wallpaper Stores",Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5251,homeimprovement_dur,Hardware Stores,Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5261,homeimprovement_dur,Nurseries - Lawn and Garden Supply Store,Housekeeping supplies,Furnishings and durable household equipment,21,0,0,0,,
5271,autodealer_mobile,Mobile Home Dealers,Vehicle purchases (net outlay),Motor vehicles,5,10,0,0,,
5300,discountstore,Wholesale Clubs,Food at home,Food and nonalcoholic beverages purchased for off-premises consumption,72,0,0,0,"Costco, BJ's, and Sam's Club's 10-K says 60-65% of their revenue comes from grocery","Costco, BJ's, and Sam's Club's 10-K says 60-65% of their revenue comes from grocery"
5309,otherretail_nondur,Duty Free Store,Personal care products and services,Personal care products and services,135,302,0,0,Dufry's annual report (https://www.dufry.com/sites/default/files/document/2017-03/Dufry-Annual_Report-2016--EN_2.pdf) says that perfumes and cosmetics are their largest source of revenue,Dufry's annual report (https://www.dufry.com/sites/default/files/document/2017-03/Dufry-Annual_Report-2016--EN_2.pdf) says that perfumes and cosmetics are their largest source of revenue
5310,discountstore,Discount Stores,Food at home,Food and nonalcoholic beverages purchased for off-premises consumption,72,0,0,0,"Costco, BJ's, and Sam's Club's 10-K says 60-65% of their revenue comes from grocery","Costco, BJ's, and Sam's Club's 10-K says 60-65% of their revenue comes from grocery"
5311,departmentstore,Department Stores,Apparel and services,Clothing and footwear,102,305,0,0,,
5331,discountstore,Variety Stores,"Pets, toys, hobbies, and playground equipment",Uncategorized consumption,0,0,0,0,,
5399,otherretail_nondur,Misc. General Merchandise,"Pets, toys, hobbies, and playground equipment",Uncategorized consumption,0,0,0,0,,
5411,grocery_main,"Grocery Stores, Supermarkets",Food at home,Food and nonalcoholic beverages purchased for off-premises consumption,72,0,0,0,,
5422,grocery_main,Meat Provisioners - Freezer and Locker,Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5441,grocery_main,"Candy, Nut, and Confectionery Stores",Food at home,Food and nonalcoholic beverages purchased for off-premises consumption,72,0,0,0,,
5451,otherretail_nondur,Dairy Products Stores,Food at home,Food and nonalcoholic beverages purchased for off-premises consumption,72,0,0,0,,
5462,restaurant_main,Bakeries,Food at home,Food and nonalcoholic beverages purchased for off-premises consumption,72,0,0,0,,
5499,grocery_main,Misc. Food Stores - Convenience Stores and Specialty Markets,Food at home,Food and nonalcoholic beverages purchased for off-premises consumption,72,0,0,0,,
5511,autodealer_dur,"Car and Truck Dealers (New and Used) Sales, Service, Repairs, Parts, and Leasing",Vehicle purchases (net outlay),Motor vehicles,5,10,0,0,,
5521,autodealer_dur,Automobile and Truck Dealers (Used Only),Vehicle purchases (net outlay),Motor vehicles,5,10,0,0,,
5531,autopartsmfr,Automobile Supply Stores,Other vehicle expenses,"Motor vehicle parts, accessories, and maintenance and repair",18,188,0,0,,
5532,autopartsmfr,Automotive Tire Stores,Other vehicle expenses,"Motor vehicle parts, accessories, and maintenance and repair",18,188,0,0,,
5533,autopartsmfr,"Automotive Parts, Accessories Stores",Other vehicle expenses,"Motor vehicle parts, accessories, and maintenance and repair",18,188,0,0,,
5541,fuel,Service Stations ( with or without ancillary services),Other vehicle expenses,"Motor vehicle parts, accessories, and maintenance and repair",18,188,0,0,,
5542,fuel,Automated Fuel Dispensers,Gasoline and motor oil,"Motor vehicle fuels, lubricants, and fluids",112,0,0,0,,
5551,otherretail_dur,Boat Dealers,"Other entertainment supplies, equipment, and services","Sporting equipment, supplies, guns, and ammunities, and sports and recreational vehicles",50,51,0,0,,
5561,autodealer_dur,"Recreational and Utility Trailers, Camp Dealers","Other entertainment supplies, equipment, and services","Sporting equipment, supplies, guns, and ammunities, and sports and recreational vehicles",50,51,0,0,,
5571,autodealer_dur,Motorcycle Dealers,Vehicle purchases (net outlay),"Sporting equipment, supplies, guns, and ammunities, and sports and recreational vehicles",50,51,0,0,,
5592,autodealer_dur,Motor Home Dealers,Vehicle purchases (net outlay),Motor vehicles,5,10,0,0,,
5598,autodealer_dur,Snowmobile Dealers,Vehicle purchases (net outlay),"Sporting equipment, supplies, guns, and ammunities, and sports and recreational vehicles",50,51,0,0,,
5599,autodealer_dur,Miscellaneous Auto Dealers,Other vehicle expenses,Other motor vehicle services,189,0,0,0,,
5611,otherretail_nondur,Men's and Boy's Clothing and Accessories Stores,Apparel and services,Clothing and footwear,102,305,0,0,,
5621,otherretail_nondur,Women's Ready-to-Wear Stores,Apparel and services,Clothing and footwear,102,305,0,0,,
5631,otherretail_nondur,Women's Accessory and Specialty Shops,Apparel and services,Clothing and footwear,102,305,0,0,,
5641,otherretail_nondur,Children's and Infant's Wear Stores,Apparel and services,Clothing and footwear,102,305,0,0,,
5651,otherretail_nondur,Family Clothing Stores,Apparel and services,Clothing and footwear,102,305,0,0,,
5655,otherretail_nondur,"Sports Apparel, Riding Apparel Stores",Apparel and services,Clothing and footwear,102,305,0,0,,
5661,otherretail_nondur,Shoe Stores,Apparel and services,Clothing and footwear,102,305,0,0,,
5681,otherretail_nondur,Furriers and Fur Shops,Apparel and services,Clothing and footwear,102,305,0,0,,
5691,otherretail_nondur,Men's and Women's Clothing Stores,Apparel and services,Clothing and footwear,102,305,0,0,,
5697,otherretail_nondur,"Tailors, Seamstress, Mending, and Alterations",Apparel and services,Clothing and footwear,102,305,0,0,,
5698,otherretail_nondur,Wig and Toupee Stores,Apparel and services,Clothing and footwear,102,305,0,0,,
5699,otherretail_nondur,Miscellaneous Apparel and Accessory Shops,Apparel and services,Clothing and footwear,102,305,0,0,,
5712,homeimprovement_dur,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5713,homeimprovement_dur,Floor Covering Stores,Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5714,homeimprovement_dur,"Drapery, Window Covering and Upholstery Stores",Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5718,homeimprovement_dur,"Fireplace, Fireplace Screens, and Accessories Stores",Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5719,homeimprovement_dur,Miscellaneous Home Furnishing Specialty Stores,Household furnishings and equipment,Furnishings and durable household equipment,21,0,0,0,,
5722,electronicsappls_dur,Household Appliance Stores,Housekeeping supplies,Furnishings and durable household equipment,21,0,0,0,,
5732,electronicsappls_dur,Electronic Sales,Household furnishings and equipment,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,assume home use,
