MCC,mcc_grp_jpmci,MCC Merchant Type,CE Survey Category,PCE Category,pce_1,pce_2,pce_3,pce_4,Comment on CE,Comment on PCE
5733,otherretail_dur,"Music Stores, Musical Instruments, Piano Sheet Music",Audio and visual equipment and services,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
5734,electronicsappls_dur,Computer Software Stores,Household furnishings and equipment,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,assume home use,
5735,otherretail_nondur,Record Shops,Audio and visual equipment and services,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
5811,restaurant_main,Caterers,Food away from home,Food services,229,0,0,0,,
5812,restaurant_main,Eating places and Restaurants,Food away from home,Food services,229,0,0,0,,
5813,restaurant_alc,"Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",Food away from home,Food services,229,0,0,0,not home,
5814,restaurant_main,Fast Food Restaurants,Food away from home,Food services,229,0,0,0,,
5912,drugstore,Drug Stores and Pharmacies,Drugs,Pharmaceutical products,119,0,0,0,less than 50% of the out-of-pocket spending in this MCC code is actually prescription drugs,less than 50% of the out-of-pocket spending in this MCC code is actually prescription drugs
5921,grocery_alc,"Package Stores - Beer, Wine, and Liquor",Alcoholic beverages,Alcoholic beverages purchased for off-premises consumption,97,0,0,0,,
5931,discountstore,Used Merchandise and Secondhand Stores,"Other entertainment supplies, equipment, and services",Uncategorized consumption,0,0,0,0,,
5932,homeimprovement_dur,Antique Shops,"Other entertainment supplies, equipment, and services",Uncategorized consumption,0,0,0,0,,
5933,otherretail_nondur,Pawn Shops and Salvage Yards,"Other entertainment supplies, equipment, and services",Uncategorized consumption,0,0,0,0,,
5935,profperslsvcs_main,Wrecking and Salvage Yards,"Other entertainment supplies, equipment, and services",Uncategorized consumption,0,0,0,0,,
5937,homeimprovement_dur,Antique Reproductions,"Other entertainment supplies, equipment, and services",Uncategorized consumption,0,0,0,0,,
5940,otherretail_dur,Bicycle Shops - Sales and Service,"Other entertainment supplies, equipment, and services","Sporting equipment, supplies, guns, and ammunities, and sports and recreational vehicles",50,51,0,0,only motorcycle counts as vehicle under transportation,
5941,otherretail_dur,Sporting Goods Stores,"Other entertainment supplies, equipment, and services","Sporting equipment, supplies, guns, and ammunities, and sports and recreational vehicles",50,51,0,0,,
5942,otherretail_nondur,Book Stores,Uncategorized consumption,Uncategorized consumption,0,0,0,0,"Amazon.com takes up most of this, and online stores not categorised well",
5943,otherretail_nondur,"Stationery Stores, Office and School Supply Stores",Housekeeping supplies,Reading,58,140,0,0,assume home use,
5944,otherretail_dur,"Watch, Clock, Jewelry, and Silverware Stores",Housekeeping supplies,Other durable goods,61,68,0,0,assume home use,
5945,otherretail_nondur,"Hobby, Toy, and Game Shops","Pets, toys, hobbies, and playground equipment",Recreation - Other,59,124,225,227,,
5946,otherretail_dur,Camera and Photographic Supply Stores,"Other entertainment supplies, equipment, and services","Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
5947,otherretail_nondur,"Card Shops, Gift, Novelty, and Souvenir Shops","Other entertainment supplies, equipment, and services",Recreation - Other,59,124,225,227,,
5948,otherretail_nondur,Leather Foods Stores,Uncategorized consumption,Uncategorized consumption,0,0,0,0,leather goods?,
5949,otherretail_nondur,"Sewing, Needle, Fabric, and Price Goods Stores",Housekeeping supplies,Housing supplies,129,0,0,0,assume home use,
5950,homeimprovement_dur,Glassware/Crystal Stores,Housekeeping supplies,Furnishings and durable household equipment,21,0,0,0,assume home use,
5960,insurance,Direct Marketing- Insurance Service,Other vehicle expenses,Life insurance,265,266,273,0,Casualty Actuarial Society's report (https://www.casact.org/pubs/dpp/dpp98/moore.pdf) implies auto insurance,
5962,travel_svcs,Direct Marketing - Travel Related Arrangements Services,Public and other transportation,Public transportation (air),203,0,0,0,airline purchase domint reason for payment to traval agencies,airline purchase domint reason for payment to traval agencies
5963,directmktgcatalog,Door-to-Door Sales,Household furnishings and equipment,Household maintenance,321,0,0,0,mostly home improvement,mostly home improvement
5964,directmktgcatalog,Direct Marketing - Catalog Merchant,Food at home,Food and nonalcoholic beverages purchased for off-premises consumption,72,0,0,0,grocery,grocery
5965,directmktgcatalog,Direct Marketing - Catalog and Catalog and Retail Merchant,Food at home,Food and nonalcoholic beverages purchased for off-premises consumption,72,0,0,0,grocery,grocery
5966,directmktgcatalog,Direct Marketing- Outbound Telemarketing Merchant,Miscellaneous,Financial services,247,0,0,0,banking,banking
5967,directmktgcatalog,Direct Marketing - Inbound Teleservices Merchant,Miscellaneous,Financial services,247,0,0,0,banking,banking
5968,directmktgcatalog,Direct Marketing - Continuity/Subscription Merchant,Uncategorized consumption,Uncategorized consumption,0,0,0,0,newspaper,newspaper
5969,directmktgcatalog,Direct Marketing - Not Elsewhere Classified,Uncategorized consumption,Uncategorized consumption,0,0,0,0,assume banking,assume banking
5970,otherretail_nondur,Artist's Supply and Craft Shops,"Other entertainment supplies, equipment, and services",Recreation - Other,59,124,225,227,,
5971,homeimprovement_dur,Art Dealers and Galleries,"Other entertainment supplies, equipment, and services",Recreation - Other,59,124,225,227,,
5972,otherretail_nondur,Stamp and Coin Stores - Philatelic and Numismatic Supplies,"Other entertainment supplies, equipment, and services",Recreation - Other,59,124,225,227,,
5973,otherretail_nondur,Religious Goods Stores,"Other entertainment supplies, equipment, and services",Social services and religious activities,309,0,0,0,,
5975,healthcare_equp_oth,"Hearing Aids - Sales, Service, and Supply Stores",Medical supplies,Other medical products,64,0,0,0,,
5976,healthcare_equp_oth,Orthopedic Goods Prosthetic Devices,Medical supplies,Other medical products,64,0,0,0,,
5977,otherretail_nondur,Cosmetic Stores,Personal care products and services,Personal care products and services,135,302,0,0,,
5983,fuel,"Fuel - Fuel Oil, Wood, Coal, Liquefied Petroleum","Utilities, fuels, and public services",Household utilities,115,161,0,0,"assume home use, not vehicle",
5992,homeimprovement_flowr,Florists,Housekeeping supplies,Furnishings and durable household equipment,21,0,0,0,under gardening,assume home use
5993,otherretail_nondur,Cigar Stores and Stands,Tobacco products and smoking supplies,Tobacco,139,0,0,0,,
5994,otherretail_nondur,News Dealers and Newsstands,Reading,Reading,58,140,0,0,,
5995,otherretail_nondur,"Pet Shops, Pet Foods, and Supplies Stores","Pets, toys, hobbies, and playground equipment",Recreation - Other,59,124,225,227,,
5996,otherretail_pool,"Swimming Pools - Sales, Service, and Supplies","Other entertainment supplies, equipment, and services","Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
5997,otherretail_nondur,Electric Razor Stores - Sales and Service,"Pets, toys, hobbies, and playground equipment",Recreation - Other,59,124,225,227,,
5998,otherretail_dur,Tent and Awning Shops,"Pets, toys, hobbies, and playground equipment",Recreation - Other,59,124,225,227,,
5999,otherretail_nondur,Miscellaneous and Specialty Retail Stores,"Other entertainment supplies, equipment, and services",Recreation - Other,59,124,225,227,,
6010,others_main,Financial Institutions - Manual Cash Disbursements,Miscellaneous,Financial services,247,0,0,0,,
6011,others_main,Financial Institutions - Manual Cash Disbursements,Not comparable,Not comparable,0,0,0,0,,
6012,others_main,Financial Institutions - Merchandise and Services,Miscellaneous,Financial services,247,0,0,0,,
6050,others_main,Quasi Cash - Member Financial Institution (M/C Only),Miscellaneous,Financial services,247,0,0,0,,
6051,others_main,"Non-Financial Institutions - Foreign Currency, Money Orders (not wire transfer) and Travelers Cheques",Miscellaneous,Financial services,247,0,0,0,,
6211,others_main,Security Brokers/Dealers,Miscellaneous,Financial services,247,0,0,0,,
6300,insurance,"Insurance Sales, Underwriting, and Premiums",Life and other personal insurance,Life insurance,265,266,273,0,,
6513,others_main,Real Estate Agents and Managers - Rentals,Owned and rented dwellings,Housing,151,0,0,0,,
6532,others_main,Payment Service Provider - Member Financial Inst. - Pymt Trans,Miscellaneous,Financial services,247,0,0,0,,
7011,travel_lodging,"Lodging - Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",Other lodging,Hotels and motels,244,0,0,0,,
7012,travel_lodging,Timeshares,Other lodging,Hotels and motels,244,0,0,0,,
7032,entertainment,Sporting and Recreational Camps,Other lodging,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7033,travel_lodging,Trailer Parks and Camp Grounds,Other lodging,Hotels and motels,244,0,0,0,,
7210,profperslsvcs_main,"Laundry, Cleaning, and Garment Services",Household operations,Clothing and footwear,102,305,0,0,,
7211,profperslsvcs_main,Laundry - Family and Commercial,Household operations,Clothing and footwear,102,305,0,0,,
7216,profperslsvcs_main,Dry Cleaners,Household operations,Clothing and footwear,102,305,0,0,,
7217,profperslsvcs_main,Carpet and Upholstery Cleaning,Household operations,Household maintenance,321,0,0,0,,
7221,profperslsvcs_main,Photographic Studios,"Other entertainment supplies, equipment, and services","Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
7230,profperslsvcs_main,Barber and Beauty Shops,Personal care products and services,Personal care products and services,135,302,0,0,,
7251,profperslsvcs_main,"Shop Repair Shops and Shoe Shine Parlors, and Hat Cleaning Shops",Apparel and services,Clothing and footwear,102,305,0,0,,
7261,profperslsvcs_unpred,Funeral Service and Crematories,Miscellaneous,Professional and other services,292,0,0,0,,
7273,profperslsvcs_main,Dating and Escort Services,Uncategorized consumption,Uncategorized consumption,0,0,0,0,,
7276,profperslsvcs_main,Tax Preparation Service,Miscellaneous,Professional and other services,292,0,0,0,,
7277,profperslsvcs_main,"Counseling Service - Debt, Marriage, Personal",Miscellaneous,Professional and other services,292,0,0,0,,
7278,onlinemarket,"Buying/Shopping Services, Clubs",Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7296,profperslsvcs_main,"Clothing Rental - Costumes, Formal Wear, Uniforms",Apparel and services,Clothing and footwear,102,305,0,0,,
7297,profperslsvcs_main,Massage Parlors,Personal care products and services,Personal care products and services,135,302,0,0,,
7298,profperslsvcs_main,Health and Beauty Shops,Personal care products and services,Personal care products and services,135,302,0,0,,
7299,onlinemarket,Miscellaneous Personal Services ( not elsewhere classifies),Personal care products and services,Personal care products and services,135,302,0,0,,
7311,profperslsvcs_main,Advertising Services,Miscellaneous,Professional and other services,292,0,0,0,why would consumer buy advertising services?,
7321,profperslsvcs_main,Consumer Credit Reporting Agencies,Miscellaneous,Professional and other services,292,0,0,0,,
7333,profperslsvcs_main,"Commercial Photography, Art and Graphics","Other entertainment supplies, equipment, and services","Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
7338,profperslsvcs_main,"Quick Copy, Reproduction and Blueprinting Services",Household operations,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,assume home use,
7339,profperslsvcs_main,Stenographic and Secretarial Support Services,Household operations,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
7342,profperslsvcs_main,Exterminating and Disinfecting Services,Household operations,Household utilities,115,161,0,0,,
7349,profperslsvcs_main,"Cleaning and Maintenance, Janitorial Services",Household operations,Household utilities,115,161,0,0,,
7361,profperslsvcs_unpred,"Employment Agencies, Temporary Help Services",Miscellaneous,Professional and other services,292,0,0,0,,
7372,electronicsappls_dur,"Computer Programming, Integrated Systems Design and Data Processing Services",Household operations,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,assume home use,
7375,profperslsvcs_unpred,Information Retrieval Services,Miscellaneous,Professional and other services,292,0,0,0,,
7379,electronicsappls_nondur,"Computer Maintenance and Repair Services, Not Elsewhere Classified",Household operations,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,assume home use,
7392,profperslsvcs_main,"Management, Consulting, and Public Relations Services",Miscellaneous,Professional and other services,292,0,0,0,,
7393,profperslsvcs_unpred,Protective and Security Services - Including Armored Carsand Guard Dogs,Household operations,Household maintenance,321,0,0,0,assume home use,
7394,profperslsvcs_main,"Equipment Rental and Leasing Services, Tool Rental, Furniture Rental, and Appliance Rental",Household furnishings and equipment,Household maintenance,321,0,0,0,assume home use,
7395,profperslsvcs_main,"Photofinishing Laboratories, Photo Developing","Other entertainment supplies, equipment, and services","Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
7399,onlinemarket,"Business Services, Not Elsewhere Classified",Uncategorized consumption,Professional and other services,292,0,0,0,,
7512,travel_auto,Car Rental Companies ( Not Listed Below),"Vehicle rental, leases, licenses, and other charges",Other motor vehicle services,189,0,0,0,,
7513,autodealer_svcs,Truck and Utility Trailer Rentals,"Vehicle rental, leases, licenses, and other charges",Other motor vehicle services,189,0,0,0,,
7519,autodealer_svcs,Motor Home and Recreational Vehicle Rentals,"Vehicle rental, leases, licenses, and other charges",Other motor vehicle services,189,0,0,0,,
7523,transitcommute,Automobile Parking Lots and Garages,"Vehicle rental, leases, licenses, and other charges",Other motor vehicle services,189,0,0,0,,
7531,autodealer_repair,Automotive Body Repair Shops,Other vehicle expenses,"Motor vehicle parts, accessories, and maintenance and repair",18,188,0,0,,
7534,autodealer_repair,Tire Re-treading and Repair Shops,Other vehicle expenses,"Motor vehicle parts, accessories, and maintenance and repair",18,188,0,0,,
7535,autodealer_repair,Paint Shops - Automotive,Other vehicle expenses,"Motor vehicle parts, accessories, and maintenance and repair",18,188,0,0,,
7538,autodealer_repair,Automotive Service Shops,Other vehicle expenses,"Motor vehicle parts, accessories, and maintenance and repair",18,188,0,0,,
7542,autodealer_svcs,Car Washes,Other vehicle expenses,"Motor vehicle parts, accessories, and maintenance and repair",18,188,0,0,,
7549,autodealer_repair,Towing Services,"Vehicle rental, leases, licenses, and other charges",Other motor vehicle services,189,0,0,0,,
7622,electronicsappls_nondur,Radio Repair Shops,Audio and visual equipment and services,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
7623,profperslsvcs_main,Air Conditioning and Refrigeration Repair Shops,Household furnishings and equipment,Household maintenance,321,0,0,0,,
7629,electronicsappls_nondur,Electrical And Small Appliance Repair Shops,Audio and visual equipment and services,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
7631,profperslsvcs_unpred,"Watch, Clock, and Jewelry Repair","Other entertainment supplies, equipment, and services",Other durable goods,61,68,0,0,,
7641,homeimprovement_dur,"Furniture, Furniture Repair, and Furniture Refinishing",Household furnishings and equipment,Household maintenance,321,0,0,0,,
7692,profperslsvcs_main,Welding Repair,Household furnishings and equipment,Household maintenance,321,0,0,0,,
7699,profperslsvcs_unpred,Repair Shops and Related Services -Miscellaneous,"Other entertainment supplies, equipment, and services",Recreation - Other,59,124,225,227,,
7829,profperslsvcs_main,Motion Pictures and Video Tape Production and Distribution,Audio and visual equipment and services,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
7832,entertainment,Motion Picture Theaters,Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7841,entertainment,Video Tape Rental Stores,Fees and admissions,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,rental of movies,
7911,school,"Dance Halls, Studios and Schools",Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7922,entertainment,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7929,entertainment,"Bands, Orchestras, and Miscellaneous Entertainers (Not Elsewhere Classified)",Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7932,entertainment,Billiard and Pool Establishments,Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,not purchase,
7933,entertainment,Bowling Alleys,Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7941,entertainment,"Commercial Sports, Athletic Fields, Professional Sport Clubs, and Sport Promoters",Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7991,entertainment,Tourist Attractions and Exhibits,Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7992,entertainment,Golf Courses - Public,Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7993,entertainment,Video Amusement Game Supplies,Audio and visual equipment and services,"Video, audio, photographic, and information processing equipment, media, and services",37,214,0,0,,
7994,entertainment,Video Game Arcades/Establishments,Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7995,entertainment,"Betting (including Lottery Tickets, Casino Gaming Chips, Off-track Betting and Wagers at Race Tracks)","Other entertainment supplies, equipment, and services",Gambling,220,0,0,0,,
7996,entertainment,"Amusement Parks, Carnivals, Circuses, Fortune Tellers",Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7997,entertainment,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7998,entertainment,"Aquariums, Sea-aquariums, Dolphinariums",Fees and admissions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,,
7999,entertainment,Recreation Services (Not Elsewhere Classified),"Other entertainment supplies, equipment, and services",Recreation - Other,59,124,225,227,,
8011,healthcare_phys_gen,Doctors and Physicians (Not Elsewhere Classified),Medical services,Outpatient services,169,0,0,0,,
8021,healthcare_dntl,Dentists and Orthodontists,Medical services,Outpatient services,169,0,0,0,,
8031,healthcare_phys_oth,Osteopaths,Medical services,Outpatient services,169,0,0,0,,
8041,healthcare_phys_oth,Chiropractors,Medical services,Outpatient services,169,0,0,0,,
8042,healthcare_optl_gen,Optometrists and Ophthalmologists,Medical services,Outpatient services,169,0,0,0,,
8043,healthcare_optl_rtl,"Opticians, Opticians Goods and Eyeglasses",Medical services,Outpatient services,169,0,0,0,,
8049,healthcare_phys_oth,Podiatrists and Chiropodists,Medical services,Outpatient services,169,0,0,0,,
8050,healthcare_phys_oth,Nursing and Personal Care Facilities,Medical services,Hospital and nursing home services,178,0,0,0,,
8062,healthcare_hosp,Hospitals,Medical services,Hospital and nursing home services,178,0,0,0,,
8071,healthcare_phys_oth,Medical and Dental Laboratories,Medical services,Hospital and nursing home services,178,0,0,0,,
8099,healthcare_svcs_oth,Medical Services and Health Practitioners (Not Elsewhere Classified),Medical services,Hospital and nursing home services,178,0,0,0,,
8111,profperslsvcs_unpred,Legal Services and Attorneys,Miscellaneous,Professional and other services,292,0,0,0,,
8211,school,Elementary and Secondary Schools,Education,Social services and religious activities,309,0,0,0,,assume spending for child
8220,school,"Colleges, Junior Colleges, Universities, and ProfessionalSchools",Education,Education,67,245,284,0,,
8241,school,Correspondence Schools,Education,Education,67,245,284,0,,
8244,school,Business and Secretarial Schools,Education,Education,67,245,284,0,,
8249,school,Vocational Schools and Trade Schools,Education,Education,67,245,284,0,,
8299,school,Schools and Educational Services ( Not Elsewhere Classified),Education,Education,67,245,284,0,,
8351,profperslsvcs_main,Child Care Services,Household operations,Social services and religious activities,309,0,0,0,,
8398,notforprofitorg,Charitable and Social Service Organizations,Cash contributions,Social services and religious activities,309,0,0,0,assume cash payment,
8641,membershiporg,"Civic, Fraternal, and Social Associations",Cash contributions,Social services and religious activities,309,0,0,0,assume cash payment,
8651,politcalorg,Political Organizations,Cash contributions,Social services and religious activities,309,0,0,0,assume cash payment,
8661,notforprofitorg,Religious Organizations,Cash contributions,Social services and religious activities,309,0,0,0,assume cash payment,
8675,membershiporg,Automobile Associations,"Vehicle rental, leases, licenses, and other charges",Professional and other services,292,0,0,0,automobile service clubs,
8699,membershiporg,Membership Organizations ( Not Elsewhere Classified),Cash contributions,"Membership clubs, sports centers, parks, theaters, and museums",206,0,0,0,assume cash payment,
8734,profperslsvcs_main,Testing Laboratories ( non-medical),,Professional and other services,292,0,0,0,,
8911,profperslsvcs_main,Architectural - Engineering and Surveying Services,Household furnishings and equipment,Household maintenance,321,0,0,0,,
8931,profperslsvcs_main,"Accounting, Auditing, and Bookkeeping Services",Miscellaneous,Professional and other services,292,0,0,0,,
8999,onlinemarket,Professional Services ( Not Elsewhere Defined),Uncategorized consumption,Professional and other services,292,0,0,0,,
9211,others_main,"Court Costs, including Alimony and Child Support",NA,NA,#N/A,#N/A,#N/A,#N/A,assume cash payment,
9222,others_unpred,Fines,NA,NA,#N/A,#N/A,#N/A,#N/A,legal fees,legal fees
9223,others_main,Bail and Bond Payments,NA,NA,#N/A,#N/A,#N/A,#N/A,legal fees,legal fees
9311,others_tax,Tax Payments,NA,NA,#N/A,#N/A,#N/A,#N/A,,
9399,others_main,Government Services ( Not Elsewhere Classified),Pensions and Social Security,Social services and religious activities,309,0,0,0,,
9402,others_main,Postal Services - Government Only,Housekeeping supplies,Postal and delivery services,280,0,0,0,,
9405,others_main,Intra - Government Transactions,NA,NA,#N/A,#N/A,#N/A,#N/A,,
9754,entertainment,Non-Face-to-Face Gambling,"Other entertainment supplies, equipment, and services",Gambling,220,0,0,0,,